table_name,column_name,full_column_name,descriptions,data_type,char_len
MDOTW_VW_OCCURRENCE_PUBLIC,SubstantiallyInterestedStateDisplayFre,Substantially interested state (French),"The name of the substantially interested state investigating the occurrence, in French. ",varchar,255
MDOTW_VW_OCCURRENCE_PUBLIC,SubstantiallyInterestedStateID,Substantially interested state identification number,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_PUBLIC,Summary,Summary,"The summary of the occurrence, in the language in which it was entered.",varchar,-1
MDOTW_VW_OCCURRENCE_PUBLIC,SwellDirection,Swell direction,The swell direction at the time of the occurrence.,varchar,255
MDOTW_VW_OCCURRENCE_PUBLIC,SwellDirectionID,Swell direction identification number,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_PUBLIC,SwellHeight_Meters,Swell height (metres),"The swell height at the time of the occurrence, in metres.",numeric,NULL
MDOTW_VW_OCCURRENCE_PUBLIC,TimeZoneDisplayEng,Time zone (English),"The time zone of the time of the occurrence, in English.",varchar,255
MDOTW_VW_OCCURRENCE_PUBLIC,TimeZoneDisplayFre,Time zone (French),"The time zone of the time of the occurrence, in French.",varchar,255
MDOTW_VW_OCCURRENCE_PUBLIC,TimeZoneID,Time zone identification number,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_PUBLIC,TotalDeaths,Total deaths,The total number of persons who died as a result of the occurrence.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,TotalLength_Meters,Total length (metres),"The total length of the vessel, in metres.",numeric,NULL
MDOTW_VW_OCCURRENCE_PUBLIC,TotalMinorInjuries,Total minor injuries,The total number of persons who received minor injuries as a result of the occurrence.,int,NULL
MDOTW_VW_OCCURRENCE_PUBLIC,TotalMissingIndividuals,Total missing individuals,The total number of persons who are missing as a result of the occurrence.,int,NULL
MDOTW_VW_OCCURRENCE_PUBLIC,TotalPeopleInTheWater,Total people in the water,The total number of persons in the water as a result of the occurrence.,int,NULL
MDOTW_VW_INJURIES_PUBLIC,TotalPeopleInWater,Total people in water,The total number of persons in the water as a result of the occurrence.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,TotalPeopleOnBoard,Total people on board,The total number of people on board the vessel.,,
MDOTW_VW_OCCURRENCE_PUBLIC,TotalSeriousInjuries,Total serious injuries,The total number of persons seriously injured as a result of the occurrence.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,TotalVesselDeaths,Total vessel deaths,The total number of persons on board the vessel who died as a result of the occurrence.,int,NULL
MDOTW_VW_INJURIES_PUBLIC,TotalVesselInjuries,Total vessel injuries,The total number of persons on board the vessel who were injured as a result of the occurrence.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,TotalVesselMinorInjuries,Total vessel minor injuries,The total number of persons on board the vessel who received minor injuries as a result of the occurrence.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,TotalVesselMissingIndividuals,Total vessel missing individuals,The total number of persons on board the vessel who are missing as a result of the occurrence.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,TotalVesselPeopleInTheWater,Total vessel people in the water,The total number of persons on board the vessel who were in the water as a result of the occurrence.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,TotalVesselSeriousInjuries,Total vessel serious injuries,The total number of persons on board the vessel who were seriously injured as a result of the occurrence.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,TowedSequence,Towed sequence,A system-generated number for the purposes of database administration.,smallint,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,TowedVesselID,Towed vessel identification number,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,TowedVesselName,Towed vessel name,The name of the vessel being towed.,varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,TowedVesselTypeDisplayEng,Towed vessel type (English),"The type of vessel being towed, in English.",varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,TowedVesselTypeDisplayFre,Towed vessel type (French),"The type of vessel being towed, in French.",varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,TowedVesselTypeID,Towed vessel type identification number,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,TowedVesselVersion,Towed vessel version,The version of the vessel being towed.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,TowingPushingInd,Towing or pushing indicator,Indicates whether the vessel was either towing or pushing another vessel or barge.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,TowlineLength_Meters,Towline length (metres),"The length of the towline between the tug and the vessel being towed, in metres.",numeric,NULL
MDOTW_VW_OCCURRENCE_PUBLIC,UnderIceRegimeEnum,Under ice regime,A system-generated number for the purposes of database administration.,smallint,NULL
MDOTW_VW_OCCURRENCE_PUBLIC,UnderIceRegimeEnumDisplayEng,Under ice regime (English),"Indicates whether the vessel was navigating under the Ice Regime System, in English.",varchar,255
MDOTW_VW_OCCURRENCE_PUBLIC,UnderIceRegimeEnumDisplayFre,Under ice regime (French),"Indicates whether the vessel was navigating under the Ice Regime System, in French.",varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,UnNumber,UN number,The UN number of the product released as a result of the occurrence.,varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_LSA_EQUIPMENT_PUBLIC,UsedEnum,Used enumerated,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_LSA_EQUIPMENT_PUBLIC,UsedEnumDisplayEng,Used (English),"Indicates whether the lifesaving appliance was used, in English.",varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_LSA_EQUIPMENT_PUBLIC,UsedEnumDisplayFre,Used (French),"Indicates whether the lifesaving appliance was used, in French.",varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_REC_EQUIPMENT_PUBLIC,VdrDetailID,Voyage data recorder detail identification number,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselBuilderAddressLine1,Vessel builder address line 1,The first line of the address of the vessel builder.,varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselBuilderAddressLine2,Vessel builder address line 1,The second line of the address of the vessel builder.,varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselBuilderCity,Vessel builder city,The city of the vessel builder.,varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselBuilderCountryDisplayEng,Vessel builder country (English),"The country of the vessel builder, in English.",varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselBuilderCountryDisplayFre,Vessel builder country (French),"The country of the vessel builder, in French.",varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselBuilderCountryID,Vessel builder country identification number,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselBuilderEmailAddress,Vessel builder email address,The email address of the vessel builder.,varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselBuilderID,Vessel builder identification number,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselBuilderName,Vessel builder name,The name of the vessel builder.,varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselBuilderPhoneNumber,Vessel builder telephone number,The telephone number of the vessel builder.,varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselBuilderPostalZipCode,Vessel builder postal code or zip code,The postal code or zip code of the vessel builder.,varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselBuilderProvince,Vessel builder province,The province of the vessel builder.,varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselCargoID,Vessel cargo identification number,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselDamageDegreeDisplayEng,Vessel damage degree (English),"The degree of damage to the vessel, in English.",varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselDamageDegreeDisplayFre,Vessel damage degree (English),"The degree of damage to the vessel, in French.",varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselDamageDegreeID,Vessel damage degree identification number,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselDamageID,Vessel damage identification number,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselDamageLocationCategoryDisplayEng,Vessel damage location category (English),"The category of the location of the damage to the vessel, in English.",varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselDamageLocationCategoryDisplayFre,Vessel damage location category (French),"The category of the location of the damage to the vessel, in French.",varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselDamageLocationCategoryID,Vessel damage location category identification number,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselDamageLocationDisplayEng,Vessel damage location (English),"The location of the damage to the vessel, in English.",varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselDamageLocationDisplayFre,Vessel damage location (French),"The location of the damage to the vessel, in French.",varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselDamageLocationID,Vessel damage location identification number,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselDamageLocationSubCategoryDisplayEng,Vessel damage location subcategory (English),"The subcategory of the location of the damage to the vessel, in English.",varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselDamageLocationSubCategoryDisplayFre,Vessel damage location subcategory (French),"The subcategory of the location of the damage to the vessel, in French.",varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselDamageLocationSubCategoryID,Vessel damage location subcategory identification number,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselFlagDisplayEng,Vessel flag (English),"The flag country of the vessel, in English.",varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselFlagDisplayFre,Vessel flag (French),"The flag country of the vessel, in French.",varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselFlagID,Vessel flag identification number,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselIceRelatedDamageIND,Vessel ice-related damage indicator,"Indicates whether the vessel sustained ice-related damage (0=no, 1=yes).",smallint,NULL
MDOTW_VW_OCCURRENCE_PUBLIC,VesselIcingPresentEnum,Vessel icing present enumerated,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_PUBLIC,VesselIcingPresentEnumDisplayEng,Vessel icing present (English),"Indicates whether there was vessel icing at the time of the occurrence, in English.",varchar,255
MDOTW_VW_OCCURRENCE_PUBLIC,VesselIcingPresentEnumDisplayFre,Vessel icing present (French),"Indicates whether there was vessel icing at the time of the occurrence, in French.",varchar,255
MDOTW_VW_OCCURRENCE_PUBLIC,VesselIcingQualificationDisplayEng,Vessel icing qualification (English),"The severity of the vessel icing, in English.",varchar,255
MDOTW_VW_OCCURRENCE_PUBLIC,VesselIcingQualificationDisplayFre,Vessel icing qualification (French),"The severity of the vessel icing, in French.",varchar,255
MDOTW_VW_OCCURRENCE_PUBLIC,VesselIcingQualificationID,Vessel icing qualification identification number,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_REC_EQUIPMENT_PUBLIC,VesselID,Vessel identification number,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_LSA_EQUIPMENT_PUBLIC,VesselID,Vessel identification number,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_NAV_EQUIPMENT_PUBLIC,VesselID,Vessel identification number,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,OccID,Occurrence identification number,The occurrence identification number; a unique identifier for the occurrence assigned by MARSIS.,varchar,12
MDOTW_VW_INJURIES_PUBLIC,VesselID,Vessel identification number,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,OccNo,Occurrence number,"The TSB occurrence number; a unique identifier for the occurrence. The ""M"" is to identify Marine mode followed by 2 digits to identify the year of the occurrence. The letter after the year is to identify the TSB region responsible for investigating the occurrence. This is followed by the sequential number assigned by the MARSIS application.",int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_REC_EQUIPMENT_PUBLIC,VesselName,Vessel name,The name of the vessel.,varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_LSA_EQUIPMENT_PUBLIC,VesselName,Vessel name,The name of the vessel.,varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_NAV_EQUIPMENT_PUBLIC,VesselName,Vessel name,The name of the vessel.,varchar,255
MDOTW_VW_INJURIES_PUBLIC,VesselName,Vessel name,The name of the vessel.,varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselPhaseDisplayEng,Vessel phase (English),"The part of the voyage that the vessel was in at the time of the occurrence, in English.",varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselPhaseDisplayFre,Vessel phase (French),"The part of the voyage that the vessel was in at the time of the occurrence, in French.",varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselPhaseID,Vessel phase identification number,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_REC_EQUIPMENT_PUBLIC,VesselSoftwareAudioID,Vessel software audio identification number,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselSubTypeDisplayEng,Vessel subtype (English),"The subtype of the vessel, in English.",varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselSubTypeDisplayFre,Vessel subtype (French),"The subtype of the vessel, in French.",varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselSubTypeID,Vessel subtype identification number,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselTypeDisplayEng,Vessel type (English),"The type of the vessel, in English.",varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselTypeDisplayFre,Vessel type (French),"The type of the vessel, in French.",varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselTypeID,Vessel type identification number,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselVersion,Vessel version,The version of the vessel.,int,NULL
MDOTW_VW_INJURIES_PUBLIC,VictimDeath,Victim death,The number of persons on board the vessel at the time of the occurrence who were reported dead.,int,NULL
MDOTW_VW_INJURIES_PUBLIC,VictimMinorInjuries,Victim minor injuries,The number of persons on board the vessel at the time of the occurrence who sustained minor injuries.,int,NULL
MDOTW_VW_INJURIES_PUBLIC,VictimMissing,Victim missing,The number of persons on board the vessel at the timing of the occurrence who were reported missing.,int,NULL
MDOTW_VW_INJURIES_PUBLIC,VictimSeriousInjuries,Victim serious injuries,The number of persons on board the vessel at the time of the occurrence who sustained serious injuries.,int,NULL
MDOTW_VW_OCCURRENCE_PUBLIC,VisibilityDistance_Nm,Visibility distance (nautical miles),"The visibility at the time of the occurrence, in nautical miles.",numeric,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VRN,Vessel registration number,The vessel registration number issued by Fisheries and Oceans Canada.,varchar,255
MDOTW_VW_OCCURRENCE_PUBLIC,WeatherConditionDisplayEng,Weather condition (English),"The weather conditions at the time of the occurrence, in English.",varchar,255
MDOTW_VW_OCCURRENCE_PUBLIC,WeatherConditionDisplayFre,Weather condition (French),"The weather conditions at the time of the occurrence, in French.",varchar,255
MDOTW_VW_OCCURRENCE_PUBLIC,WeatherConditionID,Weather condition identification number,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_PUBLIC,WeatherFactorEnum,Weather factor enumerated,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_PUBLIC,WeatherFactorEnum_DisplayEng,Weather factor (English),"Indicates whether weather was a factor in the occurrence, in English.",varchar,255
MDOTW_VW_OCCURRENCE_PUBLIC,WeatherFactorEnum_DisplayFre,Weather factor (French),"Indicates whether weather was a factor in the occurrence, in French.",varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,Width_Meters,Width (metres),"The width of the vessel, in metres.",numeric,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,WidthTypeDisplayEng,Width type (English),"The type of vessel width, in English.",varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,WidthTypeDisplayFre,Width type (French),"The type of vessel width, in French.",varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,WidthTypeID,Width type identification number,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_PUBLIC,WindDirection,Wind direction,The direction in which the wind was blowing at the time of the occurrence.,varchar,255
MDOTW_VW_OCCURRENCE_PUBLIC,WindDirectionID,Wind direction identification number,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_PUBLIC,WindSpeed_Knots,Wind speed (knots),"The wind speed at the time of the occurrence, in knots.",numeric,NULL
MDOTW_VW_OCCURRENCE_PUBLIC,WindSpeedTypeDisplayEng,Wind speed type (English),"The type of wind speed measurement, in English.",varchar,255
MDOTW_VW_OCCURRENCE_PUBLIC,WindSpeedTypeDisplayFre,Wind speed type (French),"The type of wind speed measurement, in French.",varchar,255
MDOTW_VW_OCCURRENCE_PUBLIC,WindSpeedTypeID,Wind speed type identification number,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_PUBLIC,WithInPilotBoardingAreaEnum,Within pilot boarding area enumerated,A system-generated number for the purposes of database administration.,smallint,NULL
MDOTW_VW_OCCURRENCE_PUBLIC,WithInPilotBoardingAreaEnum_DisplayEng,Within pilot boarding area (English),"Indicates whether the vessel was within a pilot boarding area, in English.",varchar,255
MDOTW_VW_OCCURRENCE_PUBLIC,WithInPilotBoardingAreaEnum_DisplayFre,Within pilot boarding area (French),"Indicates whether the vessel was within a pilot boarding area, in French.",varchar,255
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,XrfActvityID,Activity identification number,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_LSA_EQUIPMENT_PUBLIC,XrfOccVesselLsApplianceID,Occurrence vessel lifesaving appliance identification number,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_NAV_EQUIPMENT_PUBLIC,XrfOccVesselNavAidID,Occurrence vessel navigation aid identification number,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_INJURIES_PUBLIC,XrfOccVesselVictimCountID,Occurrence vessel victim count identification number,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,xrfTowedVesselID,Towed vessel identification number,A system-generated number for the purposes of database administration.,int,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,YearBuilt,Year built,The year in which the vessel was built.,smallint,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,YearRebuilt,Year rebuilt,The year in which the vessel was rebuilt.,smallint,NULL
MDOTW_VW_OCCURRENCE_VESSEL_PUBLIC,VesselBuilderID,Vessel builder identification number,Builder Id is the unique Identifier of a builder of a vessel.,int,NULL
